customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,address,city,state,zip_code,occupation,income,credit_score,marital_status,education,customer_segment,registration_date,customer_lifetime_value,has_mobile_app,paperless_billing,referral_source,risk_score
b8abef05-df36-4a05-b0b5-bc68a450e619,John,Campos,Male,1951-05-31,74,courtneyberger@example.net,7478095214,28588 Rivas Glens,Coffeyport,WA,44897,Accountant,59101,594,Married,Master's Degree,Standard,2024-01-15,857,True,False,Friend,60.88
d3140266-639a-4624-8677-055067256b56,Taylor,Jones,Female,1986-05-31,39,michelleramsey@example.com,+1-751-660-4817,513 Johnson Points Suite 931,Blankenshipport,SD,54017,Manager,64321,687,Single,Master's Degree,Standard,2019-03-24,1198,False,True,Website,63.79
0ae5c804-cf47-42af-b21c-75d70e0a93b0,Brandon,Johnson,Female,1998-05-31,27,pwilson@example.net,(367)958-6926,0537 Sampson Walk Suite 158,Bruceview,ID,16512,Teacher,83652,700,Married,Master's Degree,Standard,2025-01-19,773,False,True,Advertisement,55.62
4434339e-6210-49a9-bf98-6fb334635eb6,Madison,Davis,Female,1992-05-30,33,darleneharper@example.org,5535293183,90422 Lindsey Creek Apt. 205,New Mario,HI,35283,Driver,75953,719,Married,High School,Basic,2018-10-10,777,True,True,Friend,58.67
36392b37-4911-4532-b3b4-88d710584265,Judy,Fox,Male,1971-05-31,54,alvarezkimberly@example.net,001-917-283-9084,6617 Jones Common,Charleneland,DC,36547,Student,34796,777,Married,Associate Degree,Basic,2022-10-12,1802,True,False,Agent,68.52
083503b1-16eb-4ca8-ade0-8d873863697c,Brenda,Joseph,Male,1983-05-31,42,hvang@example.com,789.961.1836x736,1565 Brooks Drives Suite 111,South Colinstad,AS,17555,Retired,160114,824,Single,Master's Degree,Standard,2022-04-21,1267,True,True,Agent,97.64
17afca03-ef58-410b-bc77-9913ce3d2fab,Brenda,Hoffman,Male,1995-05-31,30,elizabeth65@example.net,001-360-749-4519x83273,49368 Chelsea Shoals Suite 024,Sandrastad,AL,24278,Student,42387,789,Married,Bachelor's Degree,Standard,2024-07-01,706,False,True,Friend,16.76
d055d4ea-8be9-43aa-8ad7-d7627f5a5c89,Ashley,Morales,Male,1999-05-31,26,joycebonilla@example.org,001-383-266-7525x4599,90147 Tucker Mills,Nelsonhaven,DE,45743,Nurse,197723,785,Divorced,Master's Degree,Standard,2021-06-02,516,False,False,Friend,82.23
085abbc8-a26d-44e4-ae1b-a53b4d73a451,Justin,Gregory,Male,1978-05-31,47,trose@example.org,669.600.3432,07622 Patel Forks Suite 160,Smithland,VI,41534,Administrative Assistant,94311,628,Married,High School,Standard,2022-06-10,691,True,False,Friend,64.51
2a2a1dd7-ca8b-4679-abee-6e2e3d62c4ca,Ashley,Mckinney,Female,1970-05-31,55,zroberts@example.org,829-675-1613x69681,52181 Rebecca Keys Suite 231,West James,PA,20537,Driver,92446,707,Married,High School,Basic,2023-09-24,647,False,True,Other,96.29
b31dc01f-0bee-4457-87c4-1d828d5768ee,Diana,Thompson,Female,1984-05-30,41,kmarshall@example.net,299.755.2717x744,7700 Decker Club,New Brookefurt,NH,76565,Teacher,46643,761,Married,Bachelor's Degree,Standard,2022-04-16,1578,False,False,Other,98.44
118c4878-12c9-4935-a27a-a800533a1a19,Latoya,Huang,Male,1963-05-31,62,kstout@example.net,759.378.2071,37788 Michael Haven,Ortizmouth,TX,78867,Nurse,155549,850,Divorced,High School,Premium,2018-10-10,776,False,True,Other,92.63
b76d7524-2e3d-4c1c-a950-f1f78cb2a655,Crystal,Cook,Male,1995-05-31,30,cody64@example.com,001-692-851-9254x6291,81685 Michael Falls Apt. 573,East Eric,LA,13757,Retired,21850,809,Married,Doctorate,Basic,2021-12-18,929,False,True,Friend,51.21
efb55262-7d7d-4e92-8f81-16b608544dcf,Amber,Rodgers,Female,1969-05-30,56,stanleynancy@example.net,(296)822-2927,379 Goodwin Tunnel Suite 383,Tammyfort,MH,25931,Business Owner,92258,811,Married,Associate Degree,Premium,2020-12-25,587,False,False,Agent,61.94
3e6ff5b9-29eb-4da1-a603-f177131fc9f6,Stacey,Joyce,Female,1991-05-31,34,xhammond@example.com,386.623.9240x75818,47826 Stacey Forges,Wilkersontown,MT,07481,Nurse,70150,783,Married,High School,Standard,2021-03-08,509,False,False,Advertisement,44.74
0b73c050-f406-42f0-9d56-f5f596a6f10b,Nathaniel,Hughes,Male,1995-05-31,30,brooksanthony@example.org,001-352-220-4727x790,28986 Kimberly Freeway Suite 103,Fowlermouth,CA,15031,Service Worker,67668,628,Married,Doctorate,Basic,2024-04-07,1677,True,True,Friend,52.03
6cf42353-bf2f-46f4-9240-7844547dfb1c,Vincent,Herrera,Female,1972-05-30,53,jennifercarter@example.org,+1-253-896-2185x188,65405 Michael Street Apt. 952,West Amyburgh,MP,90243,Doctor,100122,648,Single,Master's Degree,Standard,2021-08-30,770,True,True,Agent,3.42
eac42405-ffdf-456c-a385-e4ecf8c498ea,Heather,Welch,Male,1985-05-30,40,bryanparsons@example.com,8439030548,34505 Martinez Land Suite 676,Terrifort,UT,65712,Executive,102640,815,Single,Master's Degree,Standard,2020-12-24,2391,True,False,Advertisement,40.57
5943c526-a425-420d-955d-9591690879f1,Laura,Adams,Male,1972-05-30,53,acostachristian@example.net,(984)851-1544,757 Jessica Knoll,Hillton,CA,88474,Engineer,32619,730,Divorced,Master's Degree,Basic,2022-11-15,958,False,True,Agent,80.61
2d3c59c3-637f-4d75-bcd6-86f9204cd8f7,Michael,Owen,Female,1987-05-31,38,stephaniethomas@example.net,+1-770-721-3556x90927,92856 Banks Gateway Apt. 027,Mcintyreville,KS,34617,Teacher,110754,702,Single,Doctorate,Premium,2023-05-04,1497,True,False,Other,98.8
62fc5eb5-cd0e-4343-9e9f-1b98af72b5c4,Jason,Carr,Female,1965-05-30,60,igonzalez@example.org,427.715.5188x442,32370 Spencer Land,Laraside,DC,80710,Tradesperson,405994,727,Single,Bachelor's Degree,Standard,2024-08-07,1178,False,True,Advertisement,45.56
ed83fc90-3357-4d63-9c52-ddf7a3be2b8f,Cameron,Sanders,Male,1990-05-31,35,xfox@example.com,001-412-451-7785,8018 Kevin Estates,Sarahbury,MI,68513,IT Professional,30512,793,Single,Bachelor's Degree,Standard,2024-09-03,524,False,False,Website,71.64
30677702-c719-45a4-936e-f3b050b1dcfd,Meghan,King,Male,1972-05-30,53,david49@example.net,782-299-2299,09439 Montgomery Burgs,Smallside,LA,84637,IT Professional,54891,775,Married,Master's Degree,Premium,2025-02-08,3900,True,True,Advertisement,69.7
210f3e54-d00b-43a4-a209-7e575d561ef1,Timothy,Ballard,Male,1951-05-31,74,eevans@example.net,4277677359,562 Robertson Coves Suite 371,Shannonberg,CT,07133,Doctor,43620,778,Married,Associate Degree,Standard,2020-06-10,986,True,True,Advertisement,39.56
52eb0281-2fdb-4726-ba94-e021d963a226,Patrick,Gilbert,Male,1961-05-30,64,sydneybarrera@example.com,001-953-227-8774,8733 Williams Haven,Harperfort,LA,70846,Government Employee,31312,681,Married,High School,Standard,2018-06-19,1313,False,False,Other,75.0
682a0a05-6183-47ec-bab2-faffbfce8494,Daniel,Anderson,Male,1954-05-31,71,jessica65@example.org,(609)383-5841x6878,65585 James Pass,Porterton,AZ,18462,Executive,93064,850,Married,Bachelor's Degree,Premium,2023-05-28,602,False,False,Agent,84.21
89d6bb35-59cc-406b-b0d4-9724ee1b72bc,Linda,Stone,Male,1974-05-31,51,catherinerobertson@example.com,+1-652-969-4958x887,5169 Robles Stream,New Thomasshire,OK,30325,Self-employed,125516,723,Married,Doctorate,Standard,2023-06-17,1850,True,True,Advertisement,14.43
fda87b81-34ad-4fd1-99d3-794ecd53954f,Brandy,Jackson,Female,1970-05-31,55,rhernandez@example.org,8915307562,970 April Points Suite 786,Suemouth,PW,70379,Sales Representative,30598,823,Married,Bachelor's Degree,Standard,2020-10-21,847,False,False,Advertisement,28.55
1071f07e-6aca-4a79-9bc9-c939229fce60,Michael,Ingram,Female,1964-05-30,61,chelsea33@example.com,+1-743-644-3757,98665 Kelly Heights Apt. 574,Lewisside,KY,74165,IT Professional,74095,739,Single,Bachelor's Degree,Standard,2023-04-14,2944,True,False,Agent,65.36
215642e3-fddb-4ae9-aaf6-3a17f93c1086,Derrick,Gilbert,Male,1978-05-31,47,johnsantiago@example.net,230.416.5712,773 Morris Rue Apt. 193,East Robertburgh,PW,05264,Engineer,163758,720,Divorced,High School,Premium,2025-05-22,1549,True,True,Agent,47.88
4333935b-2dc7-4f21-bcb5-58eb0d3d5e66,Randy,Simpson,Male,1970-05-31,55,nancy04@example.net,+1-515-347-8872x874,74205 Bradley Throughway Apt. 296,Robertsonland,MO,88221,Government Employee,70446,733,Divorced,Bachelor's Degree,Standard,2019-01-28,912,False,True,Other,61.12
f3e421a0-43f8-4338-9db5-231e2b952fd4,Tina,Woods,Male,1983-05-31,42,adamreyes@example.com,001-445-849-9045x30174,145 Jeffrey Dale Suite 279,Robertside,PW,62213,Sales Representative,67205,655,Widowed,High School,Premium,2023-09-17,536,False,False,Advertisement,94.21
3ccee7df-fe53-4d0a-b087-91bcfba24204,Laurie,Petersen,Male,1980-05-30,45,erinlarson@example.org,478.751.9108x83982,39718 Stokes Motorway Apt. 867,New Stevenport,VA,03354,Doctor,17120,746,Single,Master's Degree,Standard,2021-03-07,1393,False,True,Other,78.48
cea7faf8-082e-45ba-9289-a9f798910139,Lisa,Reese,Female,2000-05-30,25,williamsmelvin@example.org,+1-801-770-4622,6618 Desiree Keys Apt. 286,Lake Tiffany,MP,00956,Driver,32042,694,Married,Bachelor's Degree,Standard,2023-09-14,1238,False,True,Advertisement,82.41
2364b323-360d-4dcc-8618-0f21dd2d3749,Tiffany,Ford,Male,1966-05-31,59,opatel@example.org,352.343.1069x033,9030 Gonzales Plains,Port Michelle,AR,18868,Student,87965,624,Widowed,Bachelor's Degree,Basic,2021-12-08,589,True,False,Agent,73.65
a5f5ea89-0e16-45a3-9d84-c7562e5cd3a8,Keith,Cabrera,Female,1998-05-31,27,barbara53@example.com,(483)864-4089,56856 Hernandez Lane Apt. 873,West Meredith,FL,61190,Self-employed,318801,850,Single,Bachelor's Degree,Standard,2024-10-23,1514,False,False,Friend,85.32
a0fd38de-3388-4ab4-826e-1a2933ee97ba,Anna,Faulkner,Male,1969-05-30,56,paulscott@example.com,+1-317-551-8304x6990,3540 Sharon Streets,Lake Yvonnefort,PW,32298,IT Professional,60512,753,Divorced,Associate Degree,Standard,2023-04-12,890,False,False,Website,49.94
84f99b8c-7df4-465e-b537-67025594274f,Jane,Sanders,Female,1965-05-30,60,andrearowe@example.com,585.744.5877x175,0932 Jose Prairie Suite 423,Jerryshire,MP,32709,Sales Representative,43864,594,Married,Bachelor's Degree,Standard,2021-11-26,581,False,False,Other,2.0
7b5519d4-df44-44e5-8949-24e68a2328c5,Diamond,Cohen,Male,2001-05-30,24,kathryn77@example.com,(252)328-7280,62312 Jeffery Motorway,Brucefort,TN,64445,Doctor,34882,844,Married,Bachelor's Degree,Standard,2018-07-09,690,True,False,Advertisement,45.37
6e7005fd-50af-4fe7-acc0-adf9fdfeeea6,Amanda,Jenkins,Male,1992-05-30,33,morenojoshua@example.com,5866211823,6156 Cunningham Square Apt. 410,South Nicholasside,NJ,07856,Doctor,74789,599,Married,Bachelor's Degree,Standard,2022-11-13,1753,False,False,Other,53.56
6b2825ea-3da2-401a-bb8f-4901df2e48b6,Jacqueline,Miller,Female,1972-05-30,53,vnewman@example.net,380-633-9740,50392 Hickman Hills,New John,MP,51508,Driver,77972,843,Married,Bachelor's Degree,Standard,2023-02-24,1446,False,True,Website,72.41
e855b615-7b3a-4048-b674-c95ef42e9398,Amber,Reyes,Female,1981-05-30,44,krystalnorris@example.org,650.916.3159x99650,58662 Miller River Suite 311,Ericberg,WA,51569,Lawyer,35899,624,Single,Trade School,Standard,2020-08-16,1918,True,True,Advertisement,28.37
d610e9f9-cda8-484d-a180-0c4a30373468,Daniel,Smith,Female,2003-05-31,22,sean41@example.org,226-378-8861,199 Shields Bridge Suite 661,New Adriana,TX,50404,Lawyer,50707,850,Single,Associate Degree,Standard,2019-08-06,602,False,True,Other,13.53
fbc6a2ef-1373-4ed6-be2c-128e85a9bdfd,Joseph,Adams,Male,1979-05-31,46,bryanhamilton@example.com,671-254-3799x3712,9657 Jordan View Apt. 459,South Leon,MO,42331,Teacher,24186,712,Single,Bachelor's Degree,Premium,2020-06-13,1068,False,True,Website,57.83
200cfa39-14aa-47c3-9e9f-dfc62c6949c7,Heather,Henry,Female,1982-05-31,43,markramirez@example.com,(619)339-8280x737,724 Johnny Drives Suite 617,Aguilarside,NY,91164,Executive,176336,819,Married,High School,Premium,2021-05-03,546,False,True,Website,40.67
857e3531-2db7-47b6-8afe-a93f204d56cc,Benjamin,Schmitt,Male,1983-05-31,42,rodriguezjohn@example.net,(529)509-6561x014,6798 Michael Burg Suite 146,North Marieberg,MI,41381,Government Employee,62377,850,Single,High School,Premium,2020-10-23,2441,False,True,Agent,12.73
d9fbd1d5-a0c7-4689-a982-9ec626d2187d,Kristen,Boyd,Female,1972-05-30,53,thomas77@example.com,440-410-5123,673 Soto Ferry Suite 609,South Brittany,MS,01084,Self-employed,51962,724,Single,Bachelor's Degree,Basic,2023-05-06,1381,False,False,Advertisement,30.44
3813d384-79cd-42bd-86ed-0922aac27fbf,Jamie,Goodwin,Female,1954-05-31,71,raylauren@example.net,(755)837-1478,155 Williamson Via Suite 991,West David,ME,15829,Consultant,15864,816,Single,High School,High-Risk,2019-09-10,1530,True,True,Agent,27.2
29a31f82-481c-4803-ad03-4c20e5a02a83,Heather,Dixon,Male,1980-05-30,45,kcarlson@example.com,(227)782-8274x22579,2368 Ortiz Overpass,Mckinneymouth,NM,22423,Sales Representative,96837,725,Married,Bachelor's Degree,Standard,2018-12-27,987,False,False,Other,47.52
8a4f651d-c7f0-4973-97a8-2e01d1135c3f,Anthony,Juarez,Male,1951-05-31,74,antonio38@example.com,(679)778-8191,783 Garcia Village,West Nancy,AZ,59448,Administrative Assistant,42595,735,Married,Associate Degree,Basic,2020-04-01,884,True,True,Friend,78.99
534054ae-75c9-4ee1-a858-5d4f9b3a7ba3,Michelle,Miller,Male,1962-05-31,63,rowejoel@example.net,001-259-762-9233,825 Roberts Grove Apt. 260,Michelleberg,UT,17893,Student,38732,693,Married,Associate Degree,Premium,2020-02-27,1693,False,True,Website,6.9
925439aa-2a59-4ae4-9e9c-5537b83b7e03,Jennifer,Poole,Female,1973-05-30,52,kburns@example.net,766-271-1684x577,751 Robinson Meadow,South Joseph,MP,37672,Self-employed,77142,763,Single,Bachelor's Degree,Standard,2020-10-09,2126,True,False,Friend,70.27
4fd04604-d68e-4663-8ec0-081613acbb82,Becky,Knight,Female,1986-05-31,39,rkramer@example.org,8175012770,424 Diamond Glen,West Elizabethburgh,AR,52450,Service Worker,88098,666,Married,Bachelor's Degree,Standard,2022-10-15,2144,False,False,Other,25.79
2d7b9bb3-b07c-4cf6-a212-fc08e8e17899,Jessica,Fischer,Male,1946-05-31,79,trios@example.org,2372129387,62713 Davis Valley Apt. 155,Derrickberg,SD,89254,Administrative Assistant,17130,628,Widowed,Master's Degree,Standard,2019-05-30,1997,True,False,Other,4.98
9ecdbf09-379e-4f42-b4ba-ad36d93b149f,Alyssa,Smith,Male,1984-05-30,41,scottbowen@example.net,001-826-797-3112x1965,41389 Maxwell Spurs,Port Melanieport,IL,68363,Executive,177548,687,Married,Bachelor's Degree,Standard,2022-08-28,1904,False,False,Website,47.53
87bedbc3-3fff-4a66-8fe0-b3d18ce92bdf,Jacob,Myers,Female,1995-05-31,30,bowerslaura@example.org,861.737.9180x5526,1091 Jose Canyon,Port Raymondport,SC,93906,Business Owner,60385,789,Married,High School,Standard,2021-12-01,2251,False,False,Friend,66.6
9e430d78-35ef-4f1a-adfa-6ebecd65480d,Robert,Miles,Female,1985-05-30,40,davidsonamanda@example.org,614-818-3285x691,31617 Kyle Streets,North Alexander,DC,92447,Driver,50642,784,Married,High School,Standard,2018-06-28,510,True,False,Other,82.67
278cfa80-8e4e-4f59-aef9-4abf2bb9876c,Tyler,Reed,Male,1957-05-30,68,gary24@example.net,305-964-8149,507 Michael Glens Apt. 913,North Micheletown,IA,06527,Driver,49526,674,Married,High School,Standard,2021-09-17,3496,False,False,Website,21.15
191d8844-ce05-4b29-b5a4-bae8dc10f322,Patrick,Hernandez,Male,1952-05-30,73,tranrobin@example.net,+1-263-453-6541x9518,061 Cline Trail,Markside,NH,01545,Consultant,228347,799,Married,Bachelor's Degree,Premium,2020-12-28,1095,True,True,Friend,55.53
a939f27b-934d-41ff-9f8d-8010d2b66fd7,Kelly,Mueller,Female,1986-05-31,39,stevenvargas@example.com,001-838-632-0603x85050,83670 Jennifer Course,East Phyllishaven,MT,92362,Doctor,139169,630,Married,Master's Degree,Premium,2024-09-04,1895,True,True,Advertisement,93.33
03a8ffce-4058-4bd0-85f9-876de6eb009f,Stephen,Adkins,Female,1965-05-30,60,wagnerdana@example.com,799-806-2344,7431 Derek Trail Apt. 212,Owenschester,DE,70745,Service Worker,36702,719,Single,Bachelor's Degree,Standard,2020-12-01,1297,False,True,Advertisement,55.58
6ea099e0-faf4-4375-964d-a793cbf9f04f,Kaylee,Hayes,Female,1981-05-30,44,hbaker@example.org,(749)803-5213,442 Stephanie Walk,Hawkinsside,IA,12916,Manager,48225,780,Divorced,Bachelor's Degree,Basic,2021-08-23,624,True,False,Advertisement,34.65
56b20cb4-68b8-4946-ac22-a458ea7bd4f2,Linda,Taylor,Female,1992-05-30,33,brownkimberly@example.org,(236)351-9941,721 Martinez Mountain,East Sandrachester,GU,95453,Engineer,92013,821,Married,Associate Degree,Standard,2021-03-05,606,False,True,Advertisement,54.32
c317fcc8-1b9a-49c6-81fc-b36c07379efd,Anthony,Vega,Female,1996-05-30,29,michaelodonnell@example.com,972-209-9934x768,6263 Crystal Unions,South Kimberlystad,NJ,71872,Business Owner,44209,735,Single,Bachelor's Degree,Standard,2023-11-18,2225,False,True,Agent,57.61
2268973d-0856-47f2-9a91-fbe0dc4a1b4f,Maurice,Cunningham,Male,1970-05-31,55,paul20@example.com,+1-530-540-7859x321,039 Kelly Villages Apt. 239,Lindastad,PW,78038,Student,134329,684,Married,Bachelor's Degree,Standard,2018-08-10,3442,False,False,Agent,50.04
d41cbc4c-1957-4a5e-b0bd-4c9bbb4b30b9,Jackie,Meza,Male,1947-05-31,78,annalopez@example.com,+1-542-270-1039,59325 Samantha Vista Suite 002,Port Daniel,NC,48327,Accountant,37610,822,Married,Bachelor's Degree,Basic,2025-02-18,587,False,True,Other,91.13
330c9e37-809a-42db-870a-1e9fe7e527b4,Nathaniel,Mcmahon,Male,1966-05-31,59,vwillis@example.com,622-667-5289x53926,09690 Carrie Valleys,Lake Ariana,NM,18935,Accountant,14386,837,Married,Bachelor's Degree,Standard,2020-09-22,2868,False,False,Friend,62.7
d483153e-f302-410c-a184-f12c8227b069,Christian,Reed,Female,1994-05-31,31,gary15@example.com,2438315410,626 Macias Keys Suite 179,East Shannon,AS,04880,Doctor,48454,719,Divorced,Master's Degree,Basic,2020-06-22,1132,False,False,Advertisement,87.37
